Student_ID,Age,Gender,University_Year,Sleep_Duration,Study_Hours,Screen_Time,Caffeine_Intake,Physical_Activity,Sleep_Quality,Weekday_Sleep_Start,Weekend_Sleep_Start,Weekday_Sleep_End,Weekend_Sleep_End,GPA
333,21,Male,1st Year,8.1,7.2,3.0,5,12,2,07:12:36,16:13:48,7.55,8.09,3.1234997684066146
334,20,Male,1st Year,4.6,6.2,2.9,5,44,7,02:21:36,16:01:12,6.23,8.26,3.15014480003137
335,23,Other,1st Year,5.7,11.0,2.1,3,9,3,14:06:36,04:10:48,8.44,10.38,2.2612866456954643
336,25,Male,3rd Year,7.7,6.0,3.5,5,99,4,07:07:48,21:43:48,8.84,8.91,2.9463614529827344
337,22,Female,3rd Year,4.8,11.9,2.4,5,8,3,12:00:36,15:33:00,5.87,9.68,2.771259192153631
338,20,Male,2nd Year,8.1,10.2,3.9,2,53,3,07:50:24,10:54:36,5.35,8.61,2.920657833300264
339,21,Other,2nd Year,8.2,2.5,2.9,2,119,4,05:58:48,19:02:24,5.78,8.19,3.0554350573930145
340,21,Male,1st Year,6.5,11.2,1.4,2,118,5,21:03:00,20:09:36,8.28,9.5,2.373020572512549
341,20,Other,4th Year,4.0,1.4,3.0,5,26,1,08:25:12,05:41:24,7.71,7.62,3.0621000702677197
342,21,Other,4th Year,5.4,9.8,2.0,3,33,4,17:14:24,04:06:36,7.54,8.49,1.6346278555227922
343,20,Male,3rd Year,7.1,4.6,3.1,4,114,8,07:55:48,05:31:48,6.61,7.84,3.785034626561682
344,19,Female,3rd Year,8.9,10.5,1.2,4,0,10,12:10:12,04:01:12,7.31,9.78,3.1736179021383144
345,20,Other,3rd Year,7.2,10.4,1.5,1,31,7,05:45:36,10:56:24,6.23,10.78,3.89302364870193
346,24,Male,2nd Year,5.3,9.7,3.6,4,88,9,19:24:36,05:45:00,6.91,10.98,2.792740986216303
347,20,Male,2nd Year,7.2,9.5,1.7,4,92,5,08:51:00,14:19:12,8.17,8.8,3.258018906133914
348,21,Female,3rd Year,6.7,3.7,3.5,2,70,10,16:09:00,08:40:12,8.92,8.01,2.7956132701077276
349,25,Other,3rd Year,7.9,1.0,1.8,2,112,4,04:05:24,02:13:12,8.73,8.77,2.811378662299575
350,24,Other,3rd Year,4.5,4.8,2.9,5,66,8,02:30:00,17:29:24,8.74,10.39,2.5810074887409686
351,21,Male,4th Year,7.8,2.1,3.1,1,83,9,01:04:48,14:12:00,6.61,7.82,3.8835243631409693
352,18,Male,2nd Year,6.7,8.3,2.5,0,19,7,05:16:48,12:24:00,6.88,10.81,3.6337918962546563
353,18,Female,4th Year,8.8,4.2,1.9,1,116,7,06:10:12,19:14:24,7.82,8.37,3.2594242020055253
354,25,Female,4th Year,5.7,11.7,1.6,1,93,5,17:28:12,20:22:48,8.69,10.94,3.3495346794358265
355,25,Other,3rd Year,7.2,7.7,1.1,3,34,4,14:56:24,05:24:36,5.57,10.35,3.4905723934554835
356,24,Other,3rd Year,8.7,9.9,1.9,5,98,10,12:13:12,02:27:36,6.22,10.23,3.325518604373168
357,19,Male,1st Year,4.5,1.6,3.0,3,112,1,05:45:36,13:54:36,5.56,8.27,1.6433808769399962
358,25,Other,1st Year,8.7,10.3,3.8,1,102,10,02:47:24,20:15:00,7.45,7.04,3.271419093328528
359,18,Female,4th Year,7.4,11.1,3.6,1,90,10,18:01:48,20:40:48,6.23,8.53,3.9236869498531517
360,20,Female,2nd Year,4.3,5.8,3.3,1,89,7,02:37:48,04:10:12,6.3,8.21,2.1189751685577147
361,21,Male,3rd Year,5.5,7.3,3.4,4,77,1,07:23:24,12:43:12,5.28,7.15,1.99579667672126
362,18,Female,3rd Year,7.5,9.2,3.0,3,16,1,09:10:12,15:36:00,6.4,9.02,3.4645264323233516
363,18,Female,4th Year,4.3,2.1,1.8,1,17,5,17:48:00,12:28:12,8.45,8.61,2.358924995294089
364,19,Female,1st Year,6.9,6.0,3.7,2,44,9,20:49:48,15:37:48,5.93,9.54,2.9373817440908234
365,24,Female,2nd Year,5.7,4.8,3.0,5,115,6,10:03:36,12:13:12,7.78,9.48,2.2774291642396856
366,24,Male,1st Year,7.1,1.8,2.7,5,92,3,08:19:12,04:48:36,7.52,7.48,2.8782046454016506
367,23,Male,1st Year,4.2,4.4,1.3,2,83,3,17:34:11.999999,10:09:00,8.45,10.91,2.747798504702515
368,19,Other,1st Year,8.4,0.8,2.3,5,52,7,10:18:36,08:06:36,5.53,7.75,3.231254704446098
369,20,Female,1st Year,8.9,0.3,2.4,4,90,6,04:00:36,14:42:36,8.91,8.78,2.919716045775444
370,24,Other,3rd Year,8.8,1.6,3.6,4,81,9,04:27:36,07:13:48,7.33,8.95,3.3390204372351686
371,21,Male,3rd Year,7.7,11.6,2.6,0,67,6,02:31:48,08:40:12,8.98,10.25,3.0693402465062696
372,25,Male,1st Year,4.7,6.6,2.1,0,64,5,14:19:12,19:36:36,8.65,7.4,1.7949433391140668
373,19,Male,2nd Year,7.8,11.6,3.9,0,113,10,15:19:12,10:33:00,5.89,8.71,2.832134684229241
374,25,Male,4th Year,4.1,5.2,1.3,5,0,7,06:15:36,16:52:12,5.22,9.51,2.81373292969947
375,18,Male,2nd Year,4.1,3.7,2.3,4,57,1,12:57:00,05:55:12,6.02,7.86,2.66652300847972
376,21,Male,2nd Year,5.6,6.1,1.1,4,25,7,20:09:36,13:28:48,7.11,9.51,2.561078986522357
377,21,Male,2nd Year,6.4,5.3,3.2,4,108,3,16:03:36,02:06:36,5.69,10.69,3.287536945949396
378,18,Female,1st Year,7.9,1.3,3.8,2,19,9,13:12:36,20:09:00,5.67,10.99,3.218782837456623
379,19,Other,3rd Year,7.4,7.7,1.8,4,115,6,15:51:36,06:23:24,6.85,7.13,3.5790848421966657
380,18,Male,2nd Year,6.2,2.6,3.6,2,86,9,15:01:12,08:31:48,5.13,7.94,3.23409835853105
381,25,Female,1st Year,5.4,7.4,1.9,0,9,5,15:49:48,06:39:00,5.49,8.24,3.801625187825123
382,23,Female,2nd Year,9.0,7.8,3.7,0,58,7,21:07:48,15:51:00,6.66,8.6,2.845034538409873
383,21,Other,2nd Year,6.1,1.8,3.3,5,74,4,08:37:12,12:09:36,5.25,7.97,3.2333011605406576
384,22,Male,1st Year,6.3,0.7,3.4,0,40,7,09:27:36,06:04:12,6.59,7.81,3.4586104437937775
385,22,Other,3rd Year,4.8,9.4,1.1,5,104,1,08:16:48,17:21:00,6.9,10.82,2.4168720887050816
386,25,Male,3rd Year,8.0,5.5,3.9,1,4,7,17:57:36,17:28:48,6.81,10.67,2.975868174813175
387,20,Female,4th Year,7.5,0.7,3.2,1,64,8,15:47:24,10:58:48,8.48,7.19,3.5197690522953007
388,24,Female,1st Year,5.1,11.9,1.9,3,16,5,08:59:24,11:31:48,7.12,8.36,3.5996050487956883
389,18,Female,4th Year,4.4,0.7,3.5,5,21,2,09:24:36,16:21:00,6.87,8.62,3.837376262812584
390,18,Female,4th Year,7.4,8.3,1.8,3,97,5,11:22:12,16:02:24,6.64,7.96,3.344957816748475
391,20,Other,4th Year,7.3,11.8,3.6,3,119,6,14:38:24,16:26:24,8.27,9.52,3.9888763296973813
392,20,Male,3rd Year,5.4,2.9,1.3,1,108,2,02:49:48,06:34:11.999999,8.58,9.56,2.2311656912049656
393,25,Male,1st Year,8.8,1.7,3.1,5,40,6,14:51:36,08:57:36,8.41,10.4,3.518999948244856
394,25,Other,4th Year,4.8,1.5,2.6,1,92,6,12:25:48,05:21:00,7.69,9.96,2.274891412998122
395,20,Male,1st Year,6.2,3.6,1.3,3,67,1,07:45:36,02:29:24,5.55,9.17,2.508879022090989
396,21,Female,1st Year,8.7,1.2,1.7,5,68,1,10:36:00,12:31:12,6.11,9.61,2.817655696355088
397,25,Male,3rd Year,6.1,8.3,1.0,3,10,10,14:43:12,20:40:12,5.18,8.1,3.1458749149437653
398,23,Female,4th Year,7.2,0.7,2.4,4,55,3,12:51:00,21:02:24,8.72,9.37,2.7555043289758876
399,25,Other,4th Year,6.0,6.1,1.9,5,50,10,05:19:12,16:05:24,7.64,8.96,2.4767731536990283
400,18,Male,1st Year,5.4,12.0,2.8,5,20,10,16:09:36,03:21:00,7.99,7.53,3.0322290119468516
401,25,Other,2nd Year,8.9,9.8,1.9,3,98,3,19:00:36,11:32:24,6.25,7.97,2.9328729525624317
402,21,Male,3rd Year,6.0,7.4,1.9,4,75,4,15:25:12,16:33:36,8.38,8.17,3.0252199189753455
403,20,Female,3rd Year,8.5,3.7,3.2,2,25,2,04:09:36,14:01:12,6.04,10.7,3.239301745342672
404,18,Other,3rd Year,5.1,7.5,1.1,1,114,9,20:07:48,10:01:48,5.01,7.92,2.877645977999211
405,25,Male,3rd Year,5.1,6.3,3.7,3,18,10,01:10:12,08:56:24,6.51,8.16,2.589643352296862
406,21,Female,4th Year,4.2,5.1,3.6,5,108,7,10:38:24,18:55:12,7.28,8.48,2.8588521246132736
407,23,Other,4th Year,7.3,1.6,3.0,1,59,7,01:19:12,02:27:36,6.91,9.65,3.369332894098053
408,25,Other,2nd Year,5.8,10.6,2.8,1,70,6,02:16:48,11:06:00,8.45,7.47,1.4942517747206745
409,21,Male,3rd Year,8.3,5.4,3.7,1,46,3,12:29:24,19:17:23.999999,5.42,10.82,3.404888096216787
410,23,Male,3rd Year,6.4,2.3,1.6,2,118,6,17:49:48,04:07:48,7.22,10.46,3.084531430838002
411,20,Male,1st Year,8.8,4.4,1.2,0,70,8,18:32:24,20:30:36,7.05,9.31,2.7577880688565566
412,25,Female,4th Year,4.9,5.0,1.7,3,25,8,16:57:36,03:51:00,6.13,9.7,1.6182526061741371
413,23,Male,3rd Year,8.3,9.9,3.4,0,39,9,07:05:24,02:04:12,8.29,7.07,2.9730078176312267
414,18,Other,2nd Year,7.9,8.8,1.1,0,4,1,16:16:12,07:59:24,8.01,8.36,3.1848078345436677
415,20,Other,2nd Year,7.9,9.2,2.7,0,20,1,14:49:48,06:35:24,7.93,10.18,3.6726688183102825
416,18,Male,4th Year,8.2,0.1,4.0,1,77,3,12:34:47.999999,15:15:00,8.5,7.31,3.327246087697956
417,22,Male,2nd Year,7.8,5.0,3.6,4,3,3,02:49:12,03:10:12,7.89,8.13,2.786587921488053
418,19,Other,2nd Year,7.1,5.8,2.6,1,22,10,18:01:12,11:24:36,5.93,9.34,3.59913119383095
419,25,Female,4th Year,4.7,0.2,1.2,1,105,8,21:53:24,07:21:00,7.82,8.03,1.910364808400995
420,23,Male,3rd Year,4.2,3.1,3.5,5,83,10,20:44:24,03:31:12,6.23,10.74,2.160401958627262
421,19,Male,3rd Year,8.6,9.1,2.8,5,14,1,03:00:00,02:30:00,5.97,7.52,3.056663233268834
422,19,Other,2nd Year,7.1,1.6,1.3,0,113,2,08:24:00,05:20:24,5.29,10.19,3.221926722927002
423,23,Male,2nd Year,8.0,6.4,1.3,1,115,2,16:16:12,15:56:24,7.98,9.03,2.867802647036785
424,20,Female,3rd Year,6.4,2.6,3.7,0,108,3,18:16:48,02:40:12,7.84,10.0,2.6166455287557535
425,25,Other,4th Year,4.6,0.1,3.0,5,92,6,15:49:12,09:26:24,5.94,8.24,2.4895397689284815
426,22,Male,2nd Year,4.6,2.9,3.5,4,7,1,19:35:24,03:23:24,8.0,9.06,2.722994707540672
427,18,Other,1st Year,7.4,11.7,3.6,3,40,2,02:13:48,08:28:48,8.67,10.43,3.7775624863135526
428,21,Male,4th Year,6.2,9.6,2.7,0,111,1,05:31:48,15:51:36,5.43,8.87,3.4670746796104623
429,18,Male,2nd Year,5.0,11.5,2.6,4,18,5,12:17:23.999999,14:36:00,5.93,8.44,1.9776034383950711
430,21,Male,2nd Year,6.5,5.9,2.3,3,111,7,03:50:24,10:59:24,8.0,9.14,3.393243520526443
431,18,Female,1st Year,4.3,1.3,2.0,2,102,8,16:45:36,06:12:00,6.1,9.87,2.107967666123183
432,23,Female,1st Year,6.9,6.6,2.3,0,45,10,06:56:24,15:38:24,7.5,8.77,3.097862953910128
433,22,Other,3rd Year,5.3,5.5,3.3,0,27,1,04:01:12,10:24:36,5.32,10.76,2.537239110992643
434,25,Male,4th Year,8.0,10.1,2.8,2,109,7,14:30:36,15:05:24,6.81,8.18,2.8221914947154123
435,21,Male,4th Year,5.6,1.2,3.7,2,120,5,06:05:24,05:40:48,7.96,8.9,2.6613492530631255
436,25,Female,3rd Year,6.3,5.9,2.3,0,90,10,15:48:00,12:40:12,7.75,10.03,3.1780037173850846
437,25,Male,4th Year,4.1,1.8,2.8,2,67,1,15:43:12,20:28:12,8.26,9.76,1.9696281771475905
438,25,Female,4th Year,4.4,3.9,2.9,1,14,3,19:45:00,18:40:48,8.51,10.45,3.113965211499172
439,24,Male,4th Year,6.0,8.8,2.8,3,98,7,12:45:36,20:46:48,8.09,10.99,3.5322904624375697
440,20,Other,4th Year,6.4,5.7,3.1,3,36,10,06:40:48,12:00:36,7.69,8.71,3.3883441728071872
441,18,Male,4th Year,7.0,4.5,1.7,3,0,1,02:15:36,19:52:12,5.13,7.44,3.0519209564530647
442,25,Male,1st Year,5.5,4.7,2.5,1,66,7,09:19:12,19:43:12,7.14,7.12,2.0903348392317076
443,18,Female,4th Year,7.5,5.5,1.3,2,110,5,03:52:12,03:10:48,5.15,9.91,3.5061422206570807
444,25,Male,1st Year,8.3,9.4,2.2,4,23,1,04:43:48,04:33:00,8.23,10.5,3.2736351533170014
445,21,Male,4th Year,7.9,10.7,2.5,2,26,1,18:21:36,12:57:36,6.28,7.88,3.398146326645611
446,20,Female,3rd Year,4.2,11.5,3.0,0,39,1,11:48:00,02:16:48,7.25,7.63,2.544493426495002
447,20,Other,2nd Year,6.4,9.4,3.9,5,62,9,19:32:24,22:00:00,6.12,7.25,3.2933680732309814
448,23,Other,1st Year,4.5,3.8,2.8,3,60,3,07:40:12,09:43:12,8.13,10.29,2.414682856910535
449,24,Female,4th Year,5.2,8.3,3.2,2,35,5,02:03:00,09:40:12,8.55,8.25,3.2263529302935
450,23,Female,3rd Year,8.9,5.3,2.5,4,97,10,19:07:12,12:51:00,6.59,8.61,3.1786424346317492
451,23,Female,2nd Year,4.7,3.1,2.9,0,92,9,06:35:24,14:03:36,8.45,9.01,2.51175253823206
452,23,Female,1st Year,6.5,10.1,1.2,1,23,6,08:43:12,12:53:24,6.07,10.36,3.412859046041864
453,23,Female,2nd Year,7.1,0.5,1.8,1,23,9,09:44:24,13:42:00,7.14,9.6,3.3995093287746108
454,23,Other,3rd Year,7.5,10.8,2.1,4,105,8,13:48:36,07:23:24,8.44,9.46,2.7814051218073086
455,22,Other,1st Year,6.8,5.5,2.4,0,3,8,14:32:24,19:17:23.999999,6.3,7.7,3.3820184679163177
456,20,Female,2nd Year,4.0,7.6,1.1,3,66,1,21:03:00,18:03:00,8.82,9.05,1.971575357606409
457,23,Male,4th Year,5.6,7.9,1.4,2,33,9,17:25:12,18:23:24,5.49,9.86,2.063996760729884
458,25,Female,1st Year,6.6,10.7,1.8,0,56,6,21:40:48,16:45:00,5.07,10.89,3.1550623528504853
459,20,Male,2nd Year,4.4,7.6,3.9,1,48,9,09:47:24,11:29:24,8.62,7.81,2.3480620182523446
460,20,Female,3rd Year,5.8,7.4,2.0,4,86,3,19:46:48,19:46:48,5.27,7.04,2.2023411062989355
461,19,Female,3rd Year,4.2,0.8,2.4,4,52,3,03:40:12,04:38:24,8.97,7.3,3.0733218701192646
462,22,Other,1st Year,4.4,6.2,1.6,2,119,6,11:00:36,16:03:00,8.81,8.5,1.5903988705125465
463,23,Male,2nd Year,6.0,1.8,2.8,4,115,9,07:18:36,18:45:00,5.55,10.28,2.977820612848423
464,18,Male,1st Year,4.7,8.8,1.8,4,22,7,13:22:12,08:29:24,7.15,7.03,2.496526554579289
465,21,Other,1st Year,6.8,6.1,1.6,0,108,3,10:13:48,21:14:24,5.74,8.83,3.114889480538767
466,24,Other,2nd Year,7.4,8.2,2.5,3,68,3,02:12:00,09:36:00,6.71,8.32,3.5820485832473246
467,25,Other,2nd Year,8.0,0.5,1.0,2,94,2,20:15:36,08:02:24,5.25,7.21,2.936920780424786
468,18,Other,4th Year,5.0,1.0,1.0,0,52,9,16:40:12,17:42:00,5.9,8.8,2.161274725989883
469,22,Male,2nd Year,4.8,8.6,1.7,3,61,3,05:37:12,21:09:36,6.45,8.02,2.4525384312304963
470,21,Male,3rd Year,4.5,0.9,1.1,0,40,5,19:55:48,14:43:48,6.75,8.41,2.6466162676818406
471,22,Female,1st Year,7.2,0.9,1.3,5,56,9,20:24:36,20:01:48,8.91,9.82,2.4491694065128473
472,25,Female,1st Year,7.5,0.1,2.0,0,120,8,14:24:36,19:40:12,8.23,9.09,2.7696073284107907
473,20,Other,3rd Year,4.2,11.5,3.4,4,59,2,20:03:36,16:54:36,7.95,7.5,2.61989047718423
474,21,Other,2nd Year,8.7,8.9,2.7,3,53,3,09:42:36,16:05:24,7.15,10.85,3.3562349554474964
475,20,Other,3rd Year,4.3,4.2,2.5,2,69,2,17:15:00,11:24:00,8.36,9.54,2.995208302444062
476,25,Female,3rd Year,6.7,3.6,1.9,2,100,8,03:11:24,08:25:48,6.36,10.06,2.981171820861735
477,18,Female,4th Year,7.5,4.2,3.8,3,56,6,05:33:00,10:08:24,7.84,7.32,2.875422000288972
478,25,Female,3rd Year,8.4,9.3,2.2,4,9,6,07:18:36,19:01:48,8.98,7.19,3.046370105977862
479,18,Female,1st Year,7.6,7.9,1.3,1,39,9,09:02:24,18:33:36,6.26,7.08,3.065754261645447
480,21,Female,3rd Year,8.0,2.2,2.9,0,6,8,03:52:12,04:25:12,7.7,7.76,3.0577473707846394
481,21,Female,1st Year,5.7,2.1,1.3,4,102,4,17:19:12,10:49:48,8.38,8.66,3.074973749573791
482,23,Female,1st Year,8.1,1.2,2.0,5,37,4,03:39:36,04:36:00,8.66,10.74,3.0076339888332004
483,22,Other,1st Year,4.4,7.9,2.5,3,84,9,05:25:12,14:34:11.999999,7.87,8.83,3.0776170739810547
484,23,Other,2nd Year,8.5,9.2,3.6,0,60,1,06:17:23.999999,09:42:36,6.13,8.16,3.1398977833420108
485,22,Other,4th Year,6.7,3.2,2.5,2,83,2,10:12:36,11:31:48,6.31,9.25,3.3833076982273456
486,23,Other,1st Year,8.1,0.3,3.1,1,2,2,16:49:48,15:37:12,5.08,7.45,3.300041902591258
487,20,Female,1st Year,6.3,1.0,4.0,5,50,6,13:06:36,12:36:00,8.04,9.44,2.51223328656672
488,21,Male,2nd Year,7.2,11.6,1.4,2,85,4,05:20:24,11:57:00,5.17,9.27,2.3444277771810755
489,18,Female,1st Year,6.6,3.5,1.8,3,46,10,21:19:48,17:58:48,8.46,10.17,2.716623813226339
490,22,Male,3rd Year,7.7,9.2,2.2,0,67,3,05:34:47.999999,15:42:00,5.47,10.95,3.7151263482945382
491,25,Other,3rd Year,4.4,7.5,2.3,3,91,3,16:57:36,06:10:12,5.69,8.0,2.793707553764553
492,22,Female,4th Year,4.3,4.6,2.2,0,75,3,18:58:12,03:40:48,6.91,9.04,2.95125133373329
493,18,Other,1st Year,5.2,2.5,3.7,4,37,6,19:34:11.999999,14:48:00,7.95,10.64,1.7856339949534688
494,23,Female,2nd Year,4.8,1.5,3.1,1,114,8,21:25:48,15:51:36,5.56,10.14,2.6567701834494706
495,22,Other,3rd Year,8.4,7.4,2.8,4,35,7,11:00:00,18:06:00,6.76,8.95,3.087915649467902
496,24,Male,2nd Year,5.1,9.3,1.9,4,110,4,17:25:12,08:25:48,6.93,10.78,2.4990920911489334
497,20,Male,2nd Year,8.9,7.7,3.5,3,40,4,01:13:12,15:32:24,5.85,7.23,3.089816856669733
498,21,Male,3rd Year,5.7,6.4,3.9,1,68,10,09:56:24,02:15:00,5.46,10.72,3.1790021249437665
499,18,Female,2nd Year,4.9,0.5,3.5,0,12,2,19:06:00,15:29:24,8.35,7.2,1.9908089660383976
500,21,Male,3rd Year,7.9,11.6,1.0,0,86,1,07:32:24,14:07:12,7.01,9.19,3.404850730136978
